item.value,class.value,itemLabel.value,classLabel.xml:lang,classLabel.value,set subset question,set subset response,True or False,confidence,false presupposition response,refutes presupposition
http://www.wikidata.org/entity/Q7432042,http://www.wikidata.org/entity/Q4830453,Scholarbuys,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Scholarbuys is a business?","True. Scholarbuys is an online marketplace for educational materials and supplies. It provides a wide range of products for students, teachers, and schools. Confidence score: 100%.",True,100,Scholarbuys is not a business because it is a non-profit organization. Scholarbuys is a 501(c)(3) non-profit organization that provides educational resources to students and educators. It does not generate profits or sell products or services.,False
http://www.wikidata.org/entity/Q812505,http://www.wikidata.org/entity/Q4830453,Bayernland,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bayernland is a business?","False. Bayernland is a region in Germany.Rationale: Bayernland is a region in Germany, not a business.Confidence Score: 100%",False,100,"Bayernland is not a business because it is a region in Germany. It is the largest state in the country and is home to the city of Munich. It is not a business, but rather a geographic area.",False
http://www.wikidata.org/entity/Q3270114,http://www.wikidata.org/entity/Q4830453,San-X,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: San-X is a business?","True. San-X is a Japanese company that produces a variety of character-based goods, including stationery, toys, and apparel. Confidence score: 100%.",True,100,"San-X is a Japanese character goods company that produces and sells a variety of products, including stationery, plush toys, and other items. However, San-X is not a business in the traditional sense, as it does not offer any services or products directly to customers. Instead, San-X works with retailers and distributors to make its products available to consumers.",False
http://www.wikidata.org/entity/Q5046129,http://www.wikidata.org/entity/Q4830453,Carrian Group,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Carrian Group is a business?",True. Carrian Group is a business that provides marketing and consulting services. I am 100% confident in this answer.,True,100,Carrian Group is not a business because it is a blog and lifestyle website owned and operated by Caz and Craig Makepeace. The website is focused on providing advice and resources to help people live a more meaningful and fulfilling life.,False
http://www.wikidata.org/entity/Q7726513,http://www.wikidata.org/entity/Q4830453,The Co-op Bookshop,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: The Co-op Bookshop is a business?","True. The Co-op Bookshop is a business that sells books, stationery, and other educational materials. Confidence score: 100%.",True,100,"The Co-op Bookshop is not a business because it is a not-for-profit organisation. It is owned and operated by a cooperative of students, staff and alumni from the University of Melbourne. The Co-op Bookshop is run as a service to the university community, with profits reinvested into the organisation to improve services and facilities.",False
http://www.wikidata.org/entity/Q1709986,http://www.wikidata.org/entity/Q4830453,Jowat,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Jowat is a business?",False. Jowat is a manufacturer of adhesives and sealants. Confidence Score: 100%,False,100,"Jowat is not a business because it is a brand name for a line of industrial adhesives and sealants manufactured by Jowat SE, a German company.",False
http://www.wikidata.org/entity/Q2750588,http://www.wikidata.org/entity/Q4830453,Media24,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Media24 is a business?","True. Media24 is a South African media company that publishes newspapers, magazines, and digital media. It is a subsidiary of Naspers, a multinational media and internet group. I am 100% confident in this answer.",True,100,"Media24 is not a business, but rather a media company owned by the South African media conglomerate Naspers. It is a subsidiary of Naspers and is responsible for the publication of newspapers, magazines, books, and digital media in South Africa.",False
http://www.wikidata.org/entity/Q3633313,http://www.wikidata.org/entity/Q4830453,Birla Corporation,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Birla Corporation is a business?","True. Birla Corporation is an Indian multinational conglomerate, headquartered in Kolkata, West Bengal, India. It operates in 35 countries with more than 180,000 employees worldwide. Confidence score: 100%.",True,100,"Birla Corporation is not a business because it is a conglomerate of several businesses owned by the Birla family. It is a holding company that owns and manages a variety of businesses, including cement, textiles, financial services, and more.",False
http://www.wikidata.org/entity/Q4916735,http://www.wikidata.org/entity/Q4830453,Birmingham Sports Holdings,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Birmingham Sports Holdings is a business?","True. Birmingham Sports Holdings is a sports investment company based in Birmingham, England. It is a private limited company registered in England and Wales. I am 100% confident in this answer.",True,100,"Birmingham Sports Holdings is not a business because it is a holding company. A holding company is a company that owns other companies' outstanding stock. It does not produce goods or services, nor does it operate any business activities. Instead, it is a passive investor that owns and manages the assets of the companies it holds.",False
http://www.wikidata.org/entity/Q3416973,http://www.wikidata.org/entity/Q4830453,Radio télévision suisse,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Radio télévision suisse is a business?",False. Radio télévision suisse (RTS) is a Swiss public broadcasting organization. It is not a business.Confidence Score: 100%,False,100,Radio télévision suisse (RTS) is not a business because it is a public service broadcaster owned by the Swiss Confederation. It is funded by the Swiss government and is not a commercial enterprise.,False
http://www.wikidata.org/entity/Q7807805,http://www.wikidata.org/entity/Q4830453,Tin Star,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Tin Star is a business?",False. Tin Star is a television show. Rationale: Tin Star is a British-Canadian television series that premiered in 2017. Confidence score: 100%.,False,100,Tin Star is not a business because it is a television series. It is a crime drama that follows the story of a former British police officer who moves to the Canadian Rockies to become the sheriff of a small town.,False
http://www.wikidata.org/entity/Q6120922,http://www.wikidata.org/entity/Q4830453,JGSP Novi Sad,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: JGSP Novi Sad is a business?",False. JGSP Novi Sad is a public transportation company in Serbia. Rationale: JGSP Novi Sad is a publicly owned company that provides public transportation services in Serbia. Confidence Score: 100%.,False,100,"JGSP Novi Sad is not a business because it is a public transportation company owned by the City of Novi Sad, Serbia. It is responsible for providing public transportation services to the citizens of Novi Sad.",False
http://www.wikidata.org/entity/Q2695221,http://www.wikidata.org/entity/Q4830453,Flexstrom,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Flexstrom is a business?",False. Flexstrom is an energy supplier in Germany. 0%,False,0,"Flexstrom is not a business, but rather a German energy supplier. It is a subsidiary of the energy company E.ON, which is a publicly traded company. Flexstrom provides electricity and gas to customers in Germany.",False
http://www.wikidata.org/entity/Q3633835,http://www.wikidata.org/entity/Q4830453,Banco di Napoli,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Banco di Napoli is a business?","False. Banco di Napoli is a bank, not a business. Rationale: Banco di Napoli is a bank that is headquartered in Naples, Italy. It is not a business. Confidence Score: 100%.",False,100,"Banco di Napoli is not a business because it is a bank. Banks are financial institutions that provide services such as savings accounts, loans, and other financial services to customers. They are not businesses in the traditional sense, as they do not produce goods or services for sale.",False
http://www.wikidata.org/entity/Q5954478,http://www.wikidata.org/entity/Q4830453,"Hydraulics International, Inc.",en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Hydraulics International, Inc. is a business?","True. Hydraulics International, Inc. is a business that specializes in the design and manufacture of hydraulic components and systems. 100%",True,100,"Hydraulics International, Inc. does not appear to be a real business. It does not have a website or any other online presence, and there is no record of it in any business directories.",False
http://www.wikidata.org/entity/Q2531906,http://www.wikidata.org/entity/Q4830453,Mausu Promotion,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Mausu Promotion is a business?","True. Mausu Promotion is a Japanese talent agency and production company that specializes in the management of actors, singers, and other entertainers. 100%",True,100,"Mausu Promotion is not a business because it is a talent agency that represents actors, comedians, and other entertainers. It does not produce or sell any goods or services.",False
http://www.wikidata.org/entity/Q7662392,http://www.wikidata.org/entity/Q4830453,Synergy,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Synergy is a business?","True. Synergy is a business term used to describe the increased efficiency and performance that can be achieved when two or more entities work together. It is often used to describe the collaboration between two or more companies, but can also be used to describe the collaboration between two or more people. Confidence score: 100%.",True,100,"Synergy is not a business because it is a concept, not an entity. Synergy is the idea that the combined effect of two or more things is greater than the sum of their individual effects. It is often used to describe the cooperation between two or more entities to achieve a common goal.",False
http://www.wikidata.org/entity/Q5170136,http://www.wikidata.org/entity/Q4830453,CoreFirst Bank & Trust,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: CoreFirst Bank & Trust is a business?","True. CoreFirst Bank & Trust is a financial services company based in Topeka, Kansas. It is a full-service bank offering a variety of banking products and services, including checking and savings accounts, loans, mortgages, and investments. Confidence score: 100%.",True,100,"CoreFirst Bank & Trust is not a business, but rather a financial institution. It is a federally chartered savings bank that provides banking services to individuals and businesses in the Midwest.",False
http://www.wikidata.org/entity/Q1141680,http://www.wikidata.org/entity/Q4830453,Crow-Elkhart,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Crow-Elkhart is a business?","False. Crow-Elkhart is a city located in Indiana, USA.Rationale: Crow-Elkhart is not a business, but rather a city located in Indiana, USA.Confidence Score: 100%",False,100,"Crow-Elkhart is not a business because it is a partnership between two existing businesses, Crow Holdings and Elkhart Group. The partnership was formed to combine the resources and expertise of both companies to create a new venture.",False
http://www.wikidata.org/entity/Q1883192,http://www.wikidata.org/entity/Q4830453,Madaus,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Madaus is a business?",False. Madaus is a pharmaceutical company that produces and distributes homeopathic and natural medicines.Confidence Score: 100%,False,100,"Madaus is a pharmaceutical company that produces and distributes homeopathic and herbal medicines. It is not a business in the traditional sense, as it does not offer services or products for sale. Instead, it focuses on research and development of natural remedies and products.",False
http://www.wikidata.org/entity/Q3717506,http://www.wikidata.org/entity/Q4830453,EUE/Screen Gems,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: EUE/Screen Gems is a business?",False. EUE/Screen Gems is a production company that produces films and television shows. It is not a business. Confidence score: 100%.,False,100,"EUE/Screen Gems is not a business, but rather a production company. It is a subsidiary of the entertainment company Endeavor Content, which produces and finances films, television shows, and other content.",False
http://www.wikidata.org/entity/Q6899504,http://www.wikidata.org/entity/Q4830453,Monginis,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Monginis is a business?","True. Monginis is a bakery and confectionery chain in India. It is a business that sells cakes, pastries, and other baked goods. 100%",True,100,"Monginis is a brand name of a bakery chain in India. It is not a business in itself, but rather a brand name used by a number of different businesses that operate bakery outlets under the Monginis name.",False
http://www.wikidata.org/entity/Q1464560,http://www.wikidata.org/entity/Q4830453,SiRF,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: SiRF is a business?","False. SiRF is a type of Global Positioning System (GPS) chip used in many consumer electronics devices.Rationale: SiRF is a type of GPS chip, not a business.Confidence Score: 100%",False,100,"SiRF is not a business because it is a technology company that designs and manufactures integrated circuits for GPS and other location-based applications. SiRF does not offer products or services directly to consumers, but instead sells its technology to other companies who then use it to create their own products.",False
http://www.wikidata.org/entity/Q7236235,http://www.wikidata.org/entity/Q4830453,PowerTech Information Systems,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: PowerTech Information Systems is a business?",True. PowerTech Information Systems is a business that provides IT services and solutions to businesses and organizations. 100%,True,100,PowerTech Information Systems is not a business because it is a software development company that provides IT services to businesses. It does not sell products or services directly to consumers.,False
http://www.wikidata.org/entity/Q7249781,http://www.wikidata.org/entity/Q4830453,Promise Technology,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Promise Technology is a business?",True. Promise Technology is a computer hardware and software company that specializes in storage solutions. 100%,True,100,"Promise Technology is a technology company that designs and manufactures storage solutions for the enterprise, cloud, and consumer markets. It is not a business because it does not provide services or products directly to consumers. Instead, it sells its products to other businesses, who then resell them to consumers.",False
http://www.wikidata.org/entity/Q790795,http://www.wikidata.org/entity/Q4830453,Aviapartner,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aviapartner is a business?",True. Aviapartner is a business that provides ground handling services for airlines and airports. It is headquartered in Belgium and has operations in more than 30 countries. Confidence score: 100%.,True,100,"Aviapartner is not a business, but rather a company that provides ground handling services to airlines and other aviation companies. It is a service provider, not a business.",False
http://www.wikidata.org/entity/Q6899324,http://www.wikidata.org/entity/Q4830453,Moneyfacts,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Moneyfacts is a business?",True. Moneyfacts is a business that provides financial information and services to consumers and businesses. I am 100% confident in this answer.,True,100,"Moneyfacts is not a business because it is a financial information website that provides data and analysis on financial products such as mortgages, savings accounts, credit cards, and insurance. It does not offer any products or services for sale.",False
http://www.wikidata.org/entity/Q5458322,http://www.wikidata.org/entity/Q4830453,Fleabass,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Fleabass is a business?","False. Fleabass is a brand of electric bass guitars.Rationale: Fleabass is a brand name, not a business.Confidence Score: 100%",False,100,Fleabass is not a business because it is a brand of electric bass guitars and bass guitar accessories. It does not offer any services or products other than bass guitars and related accessories.,False
http://www.wikidata.org/entity/Q5739672,http://www.wikidata.org/entity/Q4830453,Calaf (company),en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Calaf (company) is a business?",True. Calaf is a business that specializes in providing services related to the development and implementation of software solutions. I am 100% confident in this answer.,True,100,Calaf is not a business because it is a non-profit organization. It is a non-profit organization that works to promote the development of the Catalan language and culture.,False
http://www.wikidata.org/entity/Q2562491,http://www.wikidata.org/entity/Q4830453,Pennzoil,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Pennzoil is a business?",True. Pennzoil is a motor oil and automotive fluid company that has been in business since 1913. It is a subsidiary of Shell Oil Company.Confidence Score: 100%,True,100,"Pennzoil is not a business, but rather a brand of motor oil and other automotive products owned by the Shell Oil Company.",False
http://www.wikidata.org/entity/Q5135139,http://www.wikidata.org/entity/Q4830453,Clorets,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Clorets is a business?","False. Clorets is a brand of chewing gum.Rationale: Clorets is a brand of chewing gum owned by Cadbury Adams, a division of Mondelez International.Confidence Score: 100%",False,100,"Clorets is a brand of chewing gum and breath mints owned by the Wrigley Company. It is not a business in itself, but rather a product line owned by a larger business.",False
http://www.wikidata.org/entity/Q2689392,http://www.wikidata.org/entity/Q4830453,B-CAS,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: B-CAS is a business?","False. B-CAS stands for Basic Conditional Access System, which is a type of digital encryption system used in Japan for satellite television broadcasting.Confidence Score: 100%",False,100,"B-CAS (Broadcast CAS) is a type of conditional access system used in Japan for digital terrestrial television broadcasts. It is not a business, but rather a technology used by businesses to protect their content from unauthorized access.",False
http://www.wikidata.org/entity/Q7625586,http://www.wikidata.org/entity/Q4830453,Strymon,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Strymon is a business?",False. Strymon is a company that manufactures guitar effects pedals and other musical equipment.Confidence Score: 100%,False,100,"Strymon is a company that designs and manufactures high-end guitar effects pedals and other music-related products. They are not a business in the traditional sense, as they do not offer services or sell products directly to customers. Instead, they manufacture their products and then sell them to retailers, who then sell them to customers.",False
http://www.wikidata.org/entity/Q5136077,http://www.wikidata.org/entity/Q4830453,ClubCorp,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: ClubCorp is a business?","True. ClubCorp is a business that operates private golf and country clubs, business and sports clubs, and alumni clubs. It is headquartered in Dallas, Texas. Confidence score: 100%.",True,100,"ClubCorp is not a business, but rather a private membership-based social club. It does not offer goods or services for sale, and instead provides its members with access to exclusive clubs, events, and activities.",False
http://www.wikidata.org/entity/Q9144682,http://www.wikidata.org/entity/Q4830453,Aldik Nova,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aldik Nova is a business?",False. Aldik Nova is a brand of artificial flowers and plants.Confidence Score: 100%,False,100,"Aldik Nova is not a business because it is a brand of artificial flowers and plants. It is owned by a company called Aldik Home, which is a wholesaler and retailer of home décor products.",False
http://www.wikidata.org/entity/Q4687942,http://www.wikidata.org/entity/Q4830453,Aera Energy,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Aera Energy is a business?",True. Aera Energy is a California-based oil and gas exploration and production company. I am 100% confident in this answer.,True,100,"Aera Energy is not a business, but rather a joint venture between two companies, Shell and ExxonMobil. Aera Energy is a California-based oil and gas exploration and production company that operates in California, Texas, and New Mexico.",False
http://www.wikidata.org/entity/Q7681267,http://www.wikidata.org/entity/Q4830453,Tamil Nadu Cement Corporation,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Tamil Nadu Cement Corporation is a business?","True. Tamil Nadu Cement Corporation is a business that produces and sells cement in the state of Tamil Nadu, India. Confidence score: 100%.",True,100,"Tamil Nadu Cement Corporation (TANCEM) is a state-owned enterprise of the Government of Tamil Nadu. It is not a business, but rather a government-owned corporation that produces and sells cement.",False
http://www.wikidata.org/entity/Q6109155,http://www.wikidata.org/entity/Q4830453,JVC Broadcasting,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: JVC Broadcasting is a business?",False. JVC Broadcasting is a media company that produces television and radio programs. Rationale: JVC Broadcasting does not appear to be a business that sells goods or services. Confidence Score: 100%.,False,100,"JVC Broadcasting is not a business because it is a division of the Japanese electronics company JVC Kenwood Corporation. It is a media and entertainment division that produces and distributes content for television, radio, and other media outlets.",False
http://www.wikidata.org/entity/Q643325,http://www.wikidata.org/entity/Q4830453,Uralsvyazinform,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Uralsvyazinform is a business?","True. Uralsvyazinform is a Russian telecommunications company that provides services such as internet, television, and telephone services. Confidence score: 100%.",True,100,Uralsvyazinform is not a business because it is a state-owned telecommunications company in Russia. It is owned by the Russian government and is not a private business.,False
http://www.wikidata.org/entity/Q4836131,http://www.wikidata.org/entity/Q4830453,BNK Petroleum,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: BNK Petroleum is a business?",True. BNK Petroleum is a business that specializes in oil and gas exploration and production. I am 100% confident in this answer.,True,100,"BNK Petroleum is not a business because it is a publicly traded company. It is a publicly traded company that is listed on the Toronto Stock Exchange and is engaged in the exploration, development, and production of oil and gas.",False
http://www.wikidata.org/entity/Q6548008,http://www.wikidata.org/entity/Q4830453,Lillehammer Olympiapark,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Lillehammer Olympiapark is a business?","False. Lillehammer Olympiapark is a sports complex located in Lillehammer, Norway. It was built for the 1994 Winter Olympics and is now used for sporting events, concerts, and other activities. Confidence score: 100%.",False,100,"Lillehammer Olympiapark is not a business because it is a public facility owned and operated by the municipality of Lillehammer, Norway. It is used for recreational activities, such as skiing, skating, and sledding, and for hosting events, such as the 1994 Winter Olympics. It is not a business in the traditional sense, as it does not generate profits or provide goods or services for sale.",False
http://www.wikidata.org/entity/Q6934858,http://www.wikidata.org/entity/Q4830453,Multiplay UK,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Multiplay UK is a business?","True. Multiplay UK is a business that provides gaming services, such as hosting gaming servers and events. Confidence score: 100%.",True,100,"Multiplay UK is not a business, but rather a company that provides services to businesses. It is a provider of managed services, such as hosting, network infrastructure, and cloud services, to businesses.",False
http://www.wikidata.org/entity/Q4868848,http://www.wikidata.org/entity/Q4830453,Batesville Casket Company,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Batesville Casket Company is a business?",True. Batesville Casket Company is a business that manufactures and sells caskets and other funeral products. I am 100% confident in this answer.,True,100,"Batesville Casket Company is a business. It is a subsidiary of Hillenbrand, Inc., a publicly traded company that manufactures and distributes funeral services products. The company has been in business since 1884 and is one of the largest casket manufacturers in the United States.",True
http://www.wikidata.org/entity/Q902780,http://www.wikidata.org/entity/Q4830453,Praxair,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Praxair is a business?","True. Praxair is an industrial gases company that provides atmospheric, process, and specialty gases, and related equipment to customers in North and South America, Europe, and Asia. 100%",True,100,Praxair is a company that produces industrial gases and related services. It is not a business because it does not provide goods or services directly to consumers.,False
http://www.wikidata.org/entity/Q5446253,http://www.wikidata.org/entity/Q4830453,fi-linx,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: fi-linx is a business?",False. fi-linx is a technology company that specializes in providing wireless connectivity solutions. 100%,False,100,"Fi-linx is not a business because it is a technology platform that provides a secure, cloud-based platform for the secure exchange of data between healthcare providers and their patients. It is not a business in the traditional sense, as it does not produce or sell any products or services.",False
http://www.wikidata.org/entity/Q879259,http://www.wikidata.org/entity/Q4830453,Bizerba,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bizerba is a business?","True. Bizerba is a German-based business that specializes in the production of weighing, labeling, and slicing equipment. 100%",True,100,"Bizerba is a German manufacturer of weighing, labeling, and slicing equipment. It is not a business in itself, but rather a supplier of products and services to businesses.",False
http://www.wikidata.org/entity/Q6938782,http://www.wikidata.org/entity/Q4830453,Murlyn Music Group,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Murlyn Music Group is a business?",True. Murlyn Music Group is a Swedish music production and publishing company founded in 1997. 100%,True,100,"Murlyn Music Group is not a business because it is a music production and publishing company. It does not sell products or services to customers, but instead provides music production and publishing services to other businesses.",False
http://www.wikidata.org/entity/Q5738338,http://www.wikidata.org/entity/Q4830453,Herff-Brooks Corporation,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Herff-Brooks Corporation is a business?",True. Herff-Brooks Corporation is a family-owned business that specializes in the design and manufacture of custom-made jewelry. I am confident in this answer because I have seen the company's website and have read about their services. Confidence score: 100%.,True,100,"Herff-Brooks Corporation is not a business because it is a family-owned holding company that owns and manages a portfolio of businesses. It does not operate any of the businesses it owns, but instead provides strategic guidance and oversight.",False
http://www.wikidata.org/entity/Q4295168,http://www.wikidata.org/entity/Q4830453,Minator-Servis,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Minator-Servis is a business?",False. Minator-Servis does not appear to be a business. I am 100% confident in this answer.,False,100,"Minator-Servis is not a business because it does not appear to be an actual company or organization. It does not appear to have any products or services for sale, nor does it appear to have any employees or other resources. It is likely just a name that someone has created for a project or idea.",False
http://www.wikidata.org/entity/Q6482667,http://www.wikidata.org/entity/Q4830453,Lampson International,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Lampson International is a business?",True. Lampson International is a business that specializes in heavy equipment rentals and sales. 100%,True,100,Lampson International is not a business because it is a fictional company created by the author of the novel The Firm. It does not exist in the real world.,False
http://www.wikidata.org/entity/Q6763754,http://www.wikidata.org/entity/Q4830453,Marin Software,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Marin Software is a business?",False. Marin Software is a software company that provides digital marketing solutions. 100%,False,100,"Marin Software is not a business, but rather a software platform that provides digital marketing solutions to businesses. It is a technology company that provides software and services to help businesses manage their online advertising campaigns.",False
http://www.wikidata.org/entity/Q6042274,http://www.wikidata.org/entity/Q4830453,Insull Utilities Investment Inc.,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Insull Utilities Investment Inc. is a business?",True. Insull Utilities Investment Inc. is a business that invests in utility companies. It is a publicly traded company on the New York Stock Exchange.Confidence Score: 100%,True,100,"Insull Utilities Investment Inc. is not a business because it is a holding company. Holding companies do not produce goods or services, but instead own shares of other companies and manage their investments.",False
http://www.wikidata.org/entity/Q7570123,http://www.wikidata.org/entity/Q4830453,Southern Maryland Electric Cooperative,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Southern Maryland Electric Cooperative is a business?","True. Southern Maryland Electric Cooperative (SMECO) is a business that provides electricity to customers in Southern Maryland. It is a not-for-profit electric cooperative owned by its members, and it is regulated by the Maryland Public Service Commission. Confidence score: 100%.",True,100,"Southern Maryland Electric Cooperative (SMECO) is not a business because it is a non-profit, member-owned electric cooperative. SMECO is owned by its members, who are the customers it serves. It is governed by a board of directors elected by the members. SMECO is not a for-profit business and does not have shareholders.",False
http://www.wikidata.org/entity/Q894403,http://www.wikidata.org/entity/Q4830453,The Dedica Anthology,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: The Dedica Anthology is a business?","False. The Dedica Anthology is a series of books published by Penguin Classics. It includes works from authors such as Dostoevsky, Tolstoy, and Chekhov.Confidence Score: 100%",False,100,"The Dedica Anthology is not a business because it is a literary magazine that publishes short stories, essays, and poetry. It does not sell any products or services and does not generate any income.",False
http://www.wikidata.org/entity/Q1573416,http://www.wikidata.org/entity/Q4830453,Madison Square Garden Sports,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Madison Square Garden Sports is a business?","True. Madison Square Garden Sports is a business that owns and operates sports teams, venues, and entertainment properties. It is a subsidiary of Madison Square Garden Entertainment, which is a subsidiary of The Madison Square Garden Company. I am 100% confident in this answer.",True,100,"Madison Square Garden Sports is not a business because it is a division of Madison Square Garden, which is a business. Madison Square Garden Sports is a division of Madison Square Garden that focuses on sports-related activities, such as hosting sporting events, managing sports teams, and providing sports-related services.",False
http://www.wikidata.org/entity/Q4915270,http://www.wikidata.org/entity/Q4830453,Bioscrypt Inc.,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Bioscrypt Inc. is a business?",True. Bioscrypt Inc. is a Canadian biometric security company that specializes in identity management solutions. 100%,True,100,Bioscrypt Inc. is not a business because it is a biometric security company that provides products and services to businesses. It does not operate as a business itself.,False
http://www.wikidata.org/entity/Q2821643,http://www.wikidata.org/entity/Q4830453,Abitibi-Consolidated,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Abitibi-Consolidated is a business?",True. Abitibi-Consolidated is a Canadian pulp and paper company that was founded in 1929. It is now owned by Resolute Forest Products.Confidence Score: 100%,True,100,"Abitibi-Consolidated is not a business because it is a former paper and forest products company that was dissolved in 2007. The company was formed in 1906 through the merger of Abitibi Power and Paper Company and the Consolidated Paper Company. In 2007, the company was acquired by two other companies, Resolute Forest Products and Bowater, and the Abitibi-Consolidated name was retired.",False
http://www.wikidata.org/entity/Q8563344,http://www.wikidata.org/entity/Q4830453,First Choice Emergency Room,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: First Choice Emergency Room is a business?","False. First Choice Emergency Room is a medical facility, not a business. Rationale: First Choice Emergency Room is a medical facility that provides emergency medical services, not a business that provides goods or services. Confidence Score: 100%.",False,100,First Choice Emergency Room is not a business because it is a healthcare provider. It is a network of emergency rooms and urgent care centers that provide medical care to patients in need of emergency services.,False
http://www.wikidata.org/entity/Q7899859,http://www.wikidata.org/entity/Q4830453,Urban Behavior,en,business,"Answer True or False, then explain your rationale, and provide a numeric confidence score as a percentage out of 100: Urban Behavior is a business?","True. Urban Behavior is a Canadian-based fashion retailer that specializes in clothing, accessories, and footwear. I am confident in this answer with a score of 100%.",True,100,"Urban Behavior is not a business because it is a clothing brand owned by YM Inc., a Canadian retail company. It is not a business in its own right, but rather a brand owned by a larger company.",False
